Majority protein IDs	healthy_sample_0	healthy_sample_1	healthy_sample_2	healthy_sample_3	healthy_sample_4	unhealthy_sample_0	unhealthy_sample_1	unhealthy_sample_2	unhealthy_sample_3	unhealthy_sample_4
Q5JR01	2150.8779435147567	2152.507786721838	2149.8054859912495	2153.086717309806	2150.214647882742	2144.664324136928	2144.0445116846904	2144.4297710415403	2145.8531054107566	2143.9094708768744
Q5JRA6	2972.4792727071995	2973.4512744715767	2972.0349612064565	2973.8336963056895	2972.515811872938	2957.2400990385568	2957.227363793603	2957.030101020876	2957.5048103359177	2956.9784715042983
Q5JRX3;Q5JRX3-2;A0A0A0MRX9	3130.3870771462484	3126.701225370648	3131.211907792742	3124.416103882989	3129.410511794614	3136.936100984131	3137.5479978447097	3136.99853643906	3136.8213895657623	3136.091572302539
Q5JS37;Q5JS37-2	2562.948686773132	2565.8683831481385	2559.12698846564	2563.8815994975544	2561.778583418332	2259.4375312870893	2263.3221330456977	2255.5648228165983	2261.6576676350282	2252.2597993770064
Q5JS54;Q5JS54-2;D6RB92;Q5JS54-3;D6REN3	2517.7417856968614	2514.5225977746422	2519.2843822253644	2513.3248490318565	2517.690352177819	2572.416028352342	2572.412279685555	2573.171856612847	2571.4655242596145	2573.43399524425
Q5JSH3;Q5JSH3-2;H7BY83;Q5JSH3-4;Q5JSH3-3	3094.382498273091	3092.7640874013605	3094.945654876495	3091.821996590893	3094.361902833991	3088.88797530684	3089.450727185566	3088.878996156289	3088.4169946502107	3088.7457338931968
Q5JSJ4	2395.2813473338997	2394.0782628631137	2396.049280821973	2393.77757426147	2395.5104022380924	2421.2043068608154	2421.2012523812446	2421.5896843755454	2420.5892987495085	2421.935223821612
Q5JSP0;Q5JSP0-2	3121.620382242305	3122.2286445740688	3121.0804386472296	3121.985338085554	3121.750311000985	3061.7745348872577	3062.6645571489876	3061.0649705087767	3061.8478664940867	3060.7092292162556
Q5JSP0-3	2226.392030362475	2227.758044943552	2226.0107612553265	2228.725736749228	2226.3722461859265	2248.975239798669	2248.180312403412	2249.1892040154653	2249.4046394573006	2249.417887924272
Q5JSZ5;Q5JSZ5-5	2528.3645668049394	2528.926351283205	2527.9945254234894	2529.5347911972003	2527.4862828722034	2588.4030204591963	2586.8877849432383	2588.9575043428285	2589.463906496309	2588.7554706653214
Q5JTD0;Q5JTD0-2;Q5JTD0-4	2645.7037551956896	2642.3490950694054	2646.999545989915	2640.9900370264013	2645.042212932197	2713.2494265676637	2712.8398803967775	2714.0688668484127	2712.8860587837767	2713.931927600529
Q5JTH9;Q5JTH9-2;Q5JTH9-3	3084.5575607935925	3081.0776126977175	3086.043718200226	3079.6896666213097	3084.1936358308753	3145.4583734906573	3145.3093863120225	3146.2494467876136	3144.75026822367	3146.2957291972134
Q5JTV8;A0A0A0MSK5	2826.1091197989954	2822.007756854275	2826.733931672907	2819.3229394644018	2824.5110709260466	2837.580037195313	2838.000021244817	2837.620623755936	2837.9816932327385	2836.2279880047404
Q5JTV8-3;J3KN66;Q5JTV8-2	3277.49683353374	3278.1834670907024	3276.9801522010994	3278.075704513806	3277.612173582797	3227.138253879501	3227.837928683776	3226.5357118404977	3227.2471227315814	3226.2490025186303
Q5JTZ9	2948.388972051225	2946.2415102098744	2949.7849126043134	2945.498629443772	2949.1882901283207	2961.1082475487465	2961.8199229750285	2961.4594225924066	2959.6177019585125	2962.1210340429006
Q5JU69;Q8N2E6;Q5JU69-2	2747.6631243459287	2749.2174776317984	2746.583427037157	2749.1714647597446	2747.8363540484297	2655.8359193101046	2657.008977026557	2654.720482173941	2656.165290075391	2654.180759929975
Q5JUQ0	2536.71989044549	2534.112890982936	2535.611948701248	2529.6802236598023	2536.2441039105765	2262.1031154279726	2267.3797511615066	2258.880073432356	2261.90331732622	2256.1335719138106
Q5JUR7;A0A0C4DFW4	2308.8833479498085	2310.796042425198	2307.8646737180125	2311.053631747494	2309.3774272920937	2216.3728869785664	2217.5709687955705	2215.2854311745264	2216.4789193967185	2215.0179758734917
Q92796;Q5JUW8;Q92796-2;Q92796-3	2572.4168748983884	2565.5513344189935	2573.641268487674	2561.1823931340846	2569.991755378472	2594.967141899415	2595.7056878922817	2595.112938199999	2595.378771901991	2593.0131704145524
Q5JUX0	2193.222404648679	2193.0730386177947	2192.4516135809413	2192.2750113540433	2192.279600725839	2157.030105540679	2157.342169248044	2156.463438904559	2157.9767121450936	2155.3913893046724
Q5JVF3;Q5JVF3-3;Q5JVF3-2;Q5JVF3-4	2909.6720854214655	2908.9138919322763	2909.9996831796548	2908.352910870998	2910.012591970428	2883.304773099804	2884.104104932682	2883.0730136498	2882.7295418529907	2883.102202335229
Q5JVS0;Q5JVS0-2	2671.47739255105	2673.0548468285124	2670.758935772896	2671.864846468811	2674.4158025372017	2371.320568759926	2377.0658242282416	2368.165812371571	2368.8644683392968	2368.1837545002722
Q96JJ3;Q5JVZ5;Q96JJ3-3	3091.1107316755415	3092.169380812865	3090.095877331871	3091.8269142269255	3091.019485861549	3005.8711606698002	3006.9798082337143	3004.8111708383108	3006.3211771086103	3004.0873597281256
Q9ULK4;Q5JWT2;Q9ULK4-4;Q9ULK4-5;Q9ULK4-3;Q9ULK4-2	2890.320003215625	2889.337947341728	2890.38675879264	2888.38389958848	2890.2226843348694	2853.0608946450066	2853.9497253016907	2852.6415331661547	2852.875843454144	2852.2143528982974
Q5JXA9;F2Z2Y9;Q5JXA9-3	2273.015379561313	2280.571740043087	2271.6310800016636	2286.1271693004196	2274.4072994077	2364.9428699914397	2361.664901699327	2365.966472830298	2365.771995521003	2368.1879974760113
Q5JXC2;Q5JXC2-2	2259.5904494876722	2258.7592778889893	2258.634246157757	2257.1300690015787	2258.265106944323	2192.2628303964993	2193.1651212446395	2191.2945201169914	2193.4098986630515	2189.6256743637255
Q9BZJ0;Q5JY65;Q9BZJ0-2;Q9BZJ0-3	3010.1889293039653	3008.521916258672	3010.4337520175363	3007.11350118648	3010.0195998811887	2967.449963715265	2968.607327445449	2966.979828973586	2967.132463903258	2966.418802784292
Q5K4L6;X6R3N0;Q5K4L6-2;Q5K4L6-3	2544.889035614779	2553.8149318864052	2540.1589165926202	2556.155506544109	2545.448101670608	2284.1279930233623	2286.155152509193	2280.805987813043	2286.3719955667916	2279.527712914379
Q5K651;C9JKF1	3094.3665535873974	3091.852904264157	3094.868625865304	3090.1657437726726	3093.752867659804	3084.578883639672	3085.258746276668	3084.461023407921	3084.451689429282	3083.7688034712924
Q5M775;Q5M775-4;Q5M775-5	2616.3349668761	2623.084470533625	2613.014773717731	2626.3646453901506	2615.006885011636	2626.1280401403774	2623.480970055591	2625.7938442647005	2629.5649579510987	2625.087825602141
Q5M7Z0	2571.1824994360954	2570.191521139909	2570.6243411200307	2567.396535431743	2572.4181621835605	2310.1367853762017	2315.340194441141	2307.2772401902066	2308.6489879324217	2306.110571380403
Q5M8T2	2156.0799957805957	2156.8859277488896	2156.399937867755	2158.2350454594125	2156.203967167182	2239.738386664392	2238.119698688517	2240.716603102527	2239.824609344996	2241.536683765646
Q5MIZ7;Q5MIZ7-3;Q5MIZ7-2	2679.2583160836334	2678.9308874452827	2678.3418663651814	2677.372063504107	2678.8336952777454	2560.850182103506	2562.809382588802	2559.3977722840714	2561.235234116573	2558.069560555064
Q5MNZ6;I3L4S6	2522.4556064477465	2522.6573376887836	2522.250303888466	2522.6775343715985	2522.2726780531675	2520.249514740819	2520.1599483180366	2520.1880570814265	2520.5018606658723	2520.02958640352
Q5MNZ9;Q5MNZ9-2;G5EA37;K7EK57	2364.5345119243207	2365.521697556428	2363.754560781679	2365.7347841504456	2364.023163083265	2351.3328100863946	2351.07780060122	2351.062417705802	2352.1701452689035	2350.5807043404434
Q5NDL2;Q5NDL2-3	2583.6326575212	2583.097175344287	2584.6956478599172	2583.329981330014	2584.9665264496466	2587.4420326790487	2588.029066760366	2587.710913332366	2585.892368299703	2588.807553063668
Q5PSV4;Q5PSV4-2;H0YHD0	2473.1904675078513	2468.749806423102	2476.0358986134215	2467.572321735982	2474.170718964846	2557.633123554913	2557.8635763253983	2558.9433824000034	2555.2273670857167	2560.237063601806
Q5QGZ9;Q5QGZ9-4;Q5QGZ9-1	2465.610489697852	2473.929491473342	2462.504610160607	2476.9862356370168	2468.018609554063	2241.0052362523543	2243.2795306834805	2238.415894523934	2241.130859425476	2238.91595201349
Q5QJ74	2459.670735858095	2461.879323124403	2457.954109863868	2462.0064097913505	2459.152649159079	2374.5012545262252	2375.111851214272	2373.3347161180086	2375.7456362212233	2372.3137824672003
Q5QJE6;J3KP30	2963.8319235553745	2957.4135668909626	2965.978652758084	2954.200222695788	2962.702849845231	3029.1314368463936	3029.489249319799	3029.964616715771	3028.318298518544	3029.29206775696
Q93079;Q5QNW6;Q5QNW6-2	2324.9108431171926	2323.87760809599	2327.95320314149	2327.525285415848	2324.903048743791	2731.1751118131574	2724.545362580655	2736.012828113642	2730.7155856454	2739.2785762258427
Q5QPM7;Q92530;Q5QPM9;H0Y555	3071.9561788979213	3071.6995085321973	3072.015021748856	3071.397118687913	3072.118988519962	3050.514505200099	3051.0162441119655	3050.2954219198796	3050.275106251112	3050.241912008731
Q5R372;Q5R372-4;Q5R372-3;Q5R372-2;A0A0C4DG54	2906.1984055819344	2903.23874525956	2906.7010311132813	2901.3929614904932	2905.029915659302	2923.8543240165627	2923.991730790081	2923.9921001275534	2924.156536949005	2923.051235111534
Q5R372-7;Q5R372-8;Q5R372-6;Q5R372-5;F5H8L0;B7ZAP0	2346.438782438069	2347.388070211599	2344.2053359049864	2345.7758312841256	2345.099516927716	2188.078364299415	2190.004211586805	2185.9670814236956	2189.8178583547788	2183.622175174208
Q5R3I4	2775.0355860924437	2775.809818218699	2773.392433174772	2775.676553973858	2772.517293629674	2809.7788210281014	2808.0248013079045	2809.7754152468483	2812.6165184058445	2808.037001572784
Q5R3K3;Q5R3K2;Q5R3K3-2	2317.601728255208	2322.1027764072905	2314.847880242457	2322.871141803139	2317.6102221395918	2155.9331307971743	2157.368842477278	2153.859464375305	2157.35983349274	2152.7451687227026
Q5RHP9;Q5RHP9-2	2266.2318709076476	2268.7488120873068	2265.5556732333716	2271.0530910851885	2265.434593206761	2384.754171202203	2381.695359043293	2385.940808590398	2386.306379580999	2386.3690034977553
Q5RI15;Q5RI15-2	2836.132949506264	2831.5841009293363	2837.752923892037	2829.3836890325206	2835.4584286420186	2885.4406074470617	2885.689109827025	2886.086140675011	2884.7327166784075	2885.7368485034035
Q5RI18	2249.159823083302	2249.102597243699	2248.7238629641774	2247.942857011309	2249.799767869036	2117.8709953776174	2120.364888479316	2116.419551096839	2117.238314861531	2115.8674004712084
Q5RKV6	2851.8972096492985	2847.8537072341032	2853.479569545455	2846.124658940238	2851.295608330363	2917.6903433144653	2917.535783532106	2918.5234117712557	2917.0549705600574	2918.3906433908087
Q5S007;E9PC85	2508.1329634644535	2519.6606881371454	2506.8282736634847	2529.1651897666557	2510.6531651313735	2733.8038112822437	2727.492593913729	2736.4357443767176	2734.6248993610925	2740.8464632258847
Q5SGD2;Q5SGD2-3;Q5SGD2-2;Q5SGD2-4	2297.6544371697123	2300.534527906344	2296.004135262026	2302.221640177572	2296.044455057845	2366.066229522276	2363.454206576584	2366.5229253068846	2368.591768782352	2365.894308106938
Q5SNT2;H0Y4R5;Q5SNT2-2	2733.7837777962013	2732.422696234131	2734.488010357485	2731.7357125002195	2734.17931870114	2724.8784057941693	2725.5777781137717	2724.8834576812224	2724.055334019859	2725.073529235685
Q5SQ64;Q5SQ64-2	2225.9949824780842	2229.8548984790236	2225.32070117337	2232.5942565547775	2226.9447747036625	2255.100391934413	2253.8190185435487	2255.448857445047	2255.2827343326544	2256.632833282398
Q5SQH8-2;Q5SQH8;Q5SQH8-4;Q0P5T2;Q5SQH8-3	2380.2827613647046	2378.279302267295	2380.9586173823636	2376.0426428279375	2381.9019600914935	2212.6606493856266	2216.710507918676	2211.0008947590723	2210.4304599348093	2210.865593118118
Q5SQI0;Q5SQI0-5;Q5SQI0-4;Q5SQI0-7;Q5SQI0-6;Q5SQI0-3;Q5SQI0-2	2235.9012746415765	2242.526833978844	2233.5672675044048	2245.755941104706	2236.9096911243378	2165.50287724561	2165.1263171224055	2164.5833911620175	2166.506473103118	2165.1249364840874
Q5SQN1;A0A087X0B7;Q5SQN1-2;H7C3C7;U3KPT7;Q5SQN1-4	2229.4783664276856	2229.6873685405344	2228.633270373032	2228.9824404289	2228.850109614607	2172.5124236207753	2173.1899243879334	2171.7353466392874	2173.249757730338	2170.766348049069
Q5SRE5;Q5SRE5-2	3035.3316254616475	3032.863574876425	3035.8172986787986	3031.1713792393457	3034.7672806448786	3020.9459959460974	3021.7091589640218	3020.779689716599	3020.7832321901737	3020.0922275282705
Q5SRE7;Q5SRE7-2;G5E9M0;X6RJK6;Q5SRE7-3	2274.333189435831	2275.995579121698	2272.282794495906	2275.3819786188137	2273.161544482206	2169.1465166167673	2170.017281670528	2167.663262986099	2170.9099665609356	2165.9210185546285
Q5SRH9-4;D3DQ30;Q5SRH9-5;Q5SRH9-6;Q5SRH9	2239.7141555032626	2240.425623665246	2240.5730054489036	2241.898030367971	2240.826630577976	2305.624316818938	2304.7025766123784	2306.5476434170273	2304.6621818959197	2308.0257961524067
Q5SRI9	2393.3041431123465	2391.5837266810763	2392.0620260550004	2388.584802859994	2391.822175467089	2245.8324826876506	2248.305939796362	2243.92552940164	2246.9004589793835	2241.4349545308023
Q5SSJ5;Q5SSJ5-2;Q5SSJ5-3;B0QZK4;X6RGJ2;Q5SWC8	3510.9137941776603	3508.5797962368533	3511.7985885466874	3507.470504101774	3510.6711633161667	3534.4970936136597	3534.69222279763	3534.823878784381	3534.0271169079087	3534.7151281502283
Q5ST30;Q5ST30-4;A0A0A0MTG1;Q5ST30-3	2801.168711722241	2799.144971492012	2802.4593840283987	2798.885184949389	2801.1609815605507	2882.2609288870854	2881.470591029716	2883.2919938479577	2881.620378099903	2883.8584329758514
Q5SVS4;Q5SVS4-2;E5RIW6	2399.433275863367	2401.093528794004	2397.51495118357	2399.921354475557	2399.4760496690747	2197.97668527172	2200.9405651391544	2195.5418143158968	2198.514839111214	2194.0049459065935
Q5SVZ6	2476.246625914143	2472.8130295360243	2476.4846586017575	2469.3430864155343	2476.1310382787215	2325.160766952917	2328.7068058072095	2323.4829560147323	2324.2883267895045	2322.00286066079
Q5SW79;Q5SW79-3;H0Y2V6	2873.7738531611667	2873.6105091032664	2876.120191322443	2875.944991410687	2875.674740495643	3041.0446658597048	3038.943461039228	3043.3185675819354	3038.958936020833	3046.2296086667043
Q5SW79-2	2172.503782708646	2173.553740712561	2171.8622820167534	2174.0696412207753	2171.973885258846	2185.882395476175	2185.1485453615346	2185.9209918271704	2186.7482192718876	2185.6439794644994
Q5SW96	2664.801516990695	2659.2661613711916	2665.1952225184596	2653.7382007495157	2664.5355535782664	2430.3862095134305	2435.9171777386737	2427.7773524806344	2429.0589652607728	2425.400994729217
Q5SWX8;Q5SWX8-3;Q5SWX8-4;Q5SWX8-2	2698.045659817308	2695.6230337674406	2698.4077060586487	2693.8338028739986	2697.4066498051943	2674.533680292984	2675.4114971562008	2674.246424878969	2674.465715221864	2673.425469963767
Q5SXM8	2583.98056698363	2575.878096681912	2586.613175534269	2571.7940827089847	2582.4042531643277	2669.0414615625864	2669.392382152027	2670.10118474325	2668.170711447253	2669.150333627987
Q5SY16	2938.3709056692305	2932.339848584407	2940.22282124321	2929.0362161987464	2937.3452069023715	2971.0781713118004	2971.9162758549846	2971.5278689876986	2970.2882318312454	2970.690693383085
Q5SZG2;Q8TAK5	2618.418936927322	2615.3632526346337	2619.236608745789	2613.531596408873	2617.8463597781306	2621.612254613575	2622.245523298051	2621.6738949913993	2621.27194209215	2621.0972834961735
Q5SZL2;Q5SZL2-4	2362.836348843357	2362.241556291903	2363.3661948482295	2361.246358737926	2364.6702950431095	2233.773554926178	2236.8302755241443	2232.550932641309	2231.7363581052196	2232.9681859400075
Q5T011;Q5T011-5	2678.100157995252	2677.3607730058557	2678.771314251879	2677.7504315215356	2677.830506936856	2763.815364444693	2762.470829946672	2764.8140373613005	2763.8373406118626	2765.2611506612625
Q5T0B9	2650.020890329635	2651.749411491728	2649.5679534538995	2652.6053949654934	2650.6547052929536	2619.991189238628	2620.2293301894065	2619.6702516027917	2619.872530093091	2620.0190135225603
Q5T0D9;Q5T0D9-2	2497.296199573047	2496.236872053173	2498.1571931967437	2496.6452366230387	2496.894754419215	2606.167429348815	2604.4732221921054	2607.431255554449	2606.2198147845975	2607.9457057044056
Q5T0F9-2;Q5T0F9;H7C1U3;H0Y517;Q5T0F9-3	2826.1327763835675	2825.3392649834423	2825.628437016242	2823.8430726363486	2825.8009272800864	2734.9078740184027	2736.574956792391	2733.807943981864	2735.044068260141	2732.75687090013
Q5T0H9	2242.8650260723284	2244.525140979257	2242.602502670645	2245.5301886782545	2243.617285788645	2226.6521587215652	2226.7186154595597	2226.515146681611	2226.3844791992406	2227.0704399187784
Q5T0N5-4;Q5T0N5-3;Q5T0N5;S4R347;A0A075B6Q2	2235.2098783418514	2237.6192968787573	2236.0250657566958	2240.7384016684005	2236.6755467374796	2358.796992554553	2356.5220623506166	2360.3940208727413	2357.9653567818477	2362.7067005225313
Q5T0Z6;Q9C010;Q9C010-2	2236.2504193446944	2236.3264511525085	2235.100460335645	2235.9467053940443	2234.0987755379138	2270.9158692459873	2269.504682201596	2270.99320290979	2273.159691532391	2269.5226748283385
Q5T160	2806.003559860306	2806.0803294203583	2806.063275416195	2805.750624423525	2806.8158509093387	2741.7561888756845	2743.130712519923	2741.11853489581	2740.9604573580996	2741.26054690929
Q5T1C6;F6XC58;E9PLJ7	2853.254476768159	2846.7378668513584	2853.9531648593866	2840.9241457304274	2852.4314907286025	2662.099093648865	2666.9745820340677	2659.9519969329885	2661.0341294291525	2657.4306778033215
Q5T1M5;A0A0A0MT60;Q5T1M5-2	3073.1510773739933	3075.9206264608765	3072.09653050721	3077.1622575842907	3073.545778232487	3034.226404466461	3034.221090106517	3033.7257016798885	3034.6773186420874	3033.8526043443812
Q5T1V6;Q5T1V6-2	2682.789850101656	2683.5085831072206	2683.9448213902374	2684.6384348167267	2685.2036036910827	2669.7407899355017	2670.646251971765	2669.930035237239	2667.4595889781904	2671.826277658332
Q5T200	2968.4957547921367	2965.8197326542077	2969.431659769463	2964.618954607241	2967.907293566133	3013.2477353463246	3013.0542810824404	3013.7842108699674	3013.0243506351667	3013.550812851058
Q5T200-2	2198.7804307637466	2199.1831381030856	2198.7731990321226	2199.643062685421	2198.761994934534	2222.7288735850566	2222.1948609609717	2222.9943611290205	2222.862077863244	2223.1926940359617
Q96GR4;Q5T266;X6RBN4;Q5T269;Q96GR4-2;Q96GR4-3	2256.753166838888	2259.144324879234	2254.7499040797325	2258.7357155541677	2256.694830718759	2094.2611081309133	2096.3074932000554	2092.2445330882565	2095.112933534927	2090.975632508948
Q5T280	2795.570708511349	2791.9178012298917	2796.7534674950534	2790.3070872978064	2794.4839641907574	2869.3182972030922	2868.7332041439854	2870.1567967613605	2869.3028871850815	2869.7101048578065
Q5T2D2	2212.2795800435397	2211.619058501063	2213.996105206608	2213.5360765446353	2212.3584426229963	2429.035479032048	2425.5612247256167	2431.6332727423996	2428.6707472424914	2433.4386229129173
Q5T2E6	2716.627510882195	2715.318059565099	2716.7304834040106	2714.669316095904	2715.543902697781	2760.462677050905	2759.698894436847	2760.862566638888	2761.1711135003807	2760.2777893891907
Q9NVV5;Q5T2H3;Q9NVV5-3;Q9NVV5-2;Q5THU2;Q5T2H0;Q5T2H4;A0A0A0MRA1;Q9NVV5-6;Q9NVV5-5;Q9NVV5-4	2356.1086649613726	2359.385294697237	2354.5376607690537	2359.8159079350685	2357.409754436438	2180.69216736878	2183.2020584771217	2178.6987323728313	2180.408151789717	2178.473522247907
Q5T2R2;Q5T2R2-3;Q5T2R2-2;H0YEE6	2206.7119282329895	2206.464054254813	2206.7073290706367	2205.745873541371	2207.390778547576	2126.6389585293086	2128.3296384720256	2125.8056980404854	2125.888491186624	2125.6951462205825
Q5T2T1;S4R337;U5GXS2	2760.8818222093378	2760.7778995179656	2760.393302540895	2758.4186075043	2763.2080865899006	2457.301646040474	2463.3736396933455	2454.0740810389975	2454.9686263479393	2453.4898424866856
Q5T3F8;H3BLW6;Q5T3F8-3;H0YCP6;Q5T3F8-2	2723.249500147586	2738.5479367874273	2718.727218834973	2749.3784875484703	2722.404414570946	2997.312045947271	2987.8175650059407	2999.862697406168	3002.760375868964	3002.087341666996
Q5T3I0;Q5T3I0-3;A0A0A0MRK1;E9PAV9;F8W895	2555.230251436367	2556.3307437914805	2555.726843232611	2557.666078508738	2556.353843275308	2587.17212477258	2586.7194550280674	2587.6815134320805	2586.330000961155	2588.9085419697817
Q5T3J3	2613.548845349967	2610.8812420693735	2614.31621774413	2609.896136637816	2612.209659760875	2704.934942623452	2703.665186418332	2705.9072398511967	2705.4759918605887	2705.442030557255
Q5T3U5;Q5T3U5-2	2346.374736500831	2344.921754182986	2345.612349606313	2342.30015602061	2345.9849286817357	2183.1025452061203	2186.1715510191298	2181.166378883532	2183.1243905483734	2179.4504303780923
Q5T409;Q9NRI5-2;Q9NRI5;A0A075B6Q7;Q9NRI5-9;Q9NRI5-3;Q9NRI5-8;Q9NRI5-6;C4P093;C4P0B0;C4P0B1;Q9NRI5-7	2306.859535315176	2307.3961422319653	2306.3734381409135	2307.0026662525597	2307.233326667599	2227.7421112312204	2229.07239698082	2226.8447668481213	2227.547614311527	2226.527606390395
Q5T440	2948.8935092871634	2944.470499275533	2950.331950897005	2941.773192415517	2948.7787306561104	2924.091975884099	2925.7752082297366	2923.94283525778	2922.8691968488747	2923.450960961102
Q5T447;Q5T447-2	3017.0207897524997	3017.0290550398017	3016.6592899148272	3016.4435077735543	3017.0556540407842	2958.8744643316068	2959.8769688181	2958.1923374906432	2958.8625482490015	2957.746313448788
Q5T4S7;Q5T4S7-3;Q5T4S7-4	3281.4223128692206	3280.5924806080334	3281.570499871821	3279.8425523006445	3281.481657069299	3250.410825617487	3251.2062931518863	3250.083733623078	3250.1073132419633	3249.842235266955
Q5T5C0;Q5T5C0-2;Q5T5C0-3	2807.429973024701	2808.655569471899	2805.7789499649202	2807.424854697545	2807.4505252391837	2623.844945129072	2626.623700303207	2621.6337490208894	2624.2666963017514	2620.2054629080612
Q5T5U3;A0A087WW76	2381.5792126574943	2381.9953197664563	2382.4653744395846	2383.4228841228173	2382.296530660706	2472.4425950965688	2471.0356815584723	2473.6110777129225	2471.7910965266356	2474.957274384305
Q5T5X7	2383.5279971841146	2382.5991758616633	2383.876914637583	2381.784547147365	2384.0154712204135	2336.4740608154457	2337.7310382505343	2336.0265721492306	2335.701878980367	2335.999285904255
Q5T5Y3;Q5T5Y3-3;Q5T5Y3-2	2519.497773865317	2518.286994294076	2518.7105047128625	2516.191871614539	2518.648843952137	2410.4115651612065	2412.3146410261807	2409.036592825049	2410.9637349505606	2407.398961852399
Q5T653	2771.898465397173	2768.2019019860654	2773.4345183797195	2766.5755820805243	2771.645840402463	2817.2403770029796	2817.4618786812343	2817.8725362909786	2816.356379588895	2817.873060794085
Q5T6F0;X6RL26;X6RBJ8	2219.0617574219164	2221.312494614544	2219.086940583408	2223.2272031788743	2220.164132495878	2247.4612637954247	2246.722404083382	2247.883529403104	2246.993883010532	2249.1151720994358
Q5T6F2;F5H2U4	2636.9754189660057	2633.937649518647	2637.5678149102873	2632.2024080898987	2635.7158249929953	2672.57092078087	2672.3915072510895	2672.9096029740003	2672.937133822764	2672.0373956686444
Q5T6J7;Q5T6J7-2;Q5T6J7-3;E9PP74	2614.600187903936	2609.5046582549226	2616.2062988581943	2606.8922070286894	2613.5543090693604	2665.7505131799026	2665.990961827818	2666.3809093245036	2665.260421580582	2665.719245413343
Q5T6V5;Q5T6V7	2865.9549207085165	2864.3515588674154	2866.2901627625774	2863.490899867509	2865.259252453644	2891.1490602433378	2890.9336341736616	2891.398806847859	2891.371971884357	2890.9655815959522
Q5T749	2228.4092301655282	2228.740672193632	2228.909682529275	2229.9287730303986	2228.3831524912507	2326.6087781307087	2324.826144538755	2327.75318703508	2326.7003692119415	2328.5485088273795
Q5T750	2656.7084771490677	2653.316072521568	2656.430155789178	2650.25189142205	2654.7252795263935	2607.959567221114	2609.0554151663177	2607.2035991890325	2609.0001445954786	2605.0360189859757
Q5T7V8;Q5T7V8-3;Q5T7V8-4	2289.5617892175933	2288.950209630206	2289.9305196285763	2288.7202351075634	2289.7461534885656	2292.922208722529	2293.1133194568947	2293.0124967990414	2292.5427340658925	2293.1634417763503
Q5T7W0;Q5T7W0-2;Q5T7W0-4;B5MDS3;Q5T7W0-3;B1ALC2	2195.8828887629847	2198.3598925658457	2195.37721825242	2200.1274362497293	2196.293624155178	2222.444192172874	2221.4137404382063	2222.730533899507	2222.764594291109	2223.392391717836
Q5T8I3;Q5T8I3-2	2443.8965402424456	2444.8952532639587	2445.0514590507178	2447.277214262473	2444.830828332908	2588.7663586557032	2586.3468778353836	2590.5850359346978	2588.0474103019856	2592.5752214868116
Q5T8P6-2;Q5T8P6	2611.0496181809785	2607.8087744583686	2611.6549520126146	2605.306520631947	2610.671590649652	2552.42418813497	2554.2387594076135	2551.791824438386	2551.848478141699	2550.8610394945244
Q5T8P6-3;A0A087X0H9;Q5T8P6-5;Q5T8P6-4	2986.7792624708836	2984.912186069639	2987.53077397174	2984.268473049348	2986.3085518053676	3038.8317683466953	3038.319153567419	3039.443010985473	3038.730547570877	3039.401161280866
Q5T8U3	2248.645275285046	2252.6738904805497	2248.6078093332035	2256.5967900843575	2249.624365092328	2382.0879089636614	2378.9876402383675	2383.667743050446	2382.2523459865442	2385.735185957542
Q5T9A4	2453.515470339988	2451.9920501621928	2454.914441492124	2451.7990434941626	2454.5803532580485	2477.3443095753337	2477.781074722424	2477.8446598919622	2475.764573988068	2478.841451663553
Q5T9C2;Q5T9C2-2;Q5T9C2-3	2570.0053511974174	2563.024442819926	2572.8045784526125	2557.9688318338094	2572.420919739783	2362.975438481212	2369.4586748945735	2361.153735970897	2358.412717486748	2361.1267825562622
Q5T9L3;Q5T9L3-2;E9PM62;Q5T9L3-3;E9PKJ0;E9PJW4;H0YCG9	2231.0468487352464	2236.8222006731585	2229.851399005519	2241.360604163896	2231.3012720934767	2357.835620563621	2354.0658801289833	2359.1620295700595	2359.2884212203808	2360.6606323223373
Q5TA45;Q5TA45-3;Q5TA45-5;Q5TA45-2;Q5TA45-4;C9IYS7;A0A087WYI0;J3QRY6;Q96HV7	2863.9540419877267	2863.6747564799575	2863.905362631396	2863.2932247126673	2863.931059167568	2842.5604745205046	2842.9992004067944	2842.314328451231	2842.5070147926017	2842.1084968061264
Q5TA50;J3KST3	2424.3865949672254	2423.2718445874843	2425.3309103245847	2422.529383763437	2425.9200632317106	2357.426392894041	2359.4653789055837	2356.9106572423075	2355.5190392317522	2357.5667198849737
Q9H9S4;Q5TAW7;B7ZBJ4	2301.403991060981	2299.618312365682	2301.9640966937986	2298.8036774653324	2300.870548031355	2334.901815797183	2334.658536614412	2335.2812004464636	2334.897522986584	2335.0401953950295
Q5TBA9;A0A0C4DFX2	2583.3028130155462	2586.2770375388563	2584.0455220998224	2589.8374123611907	2584.909169501739	2714.989808687345	2712.462483230622	2716.683480736058	2714.181643682393	2719.202170219943
Q5TBC7	2435.755113860764	2437.347421351622	2435.7789947969645	2437.821713506042	2437.9468176612327	2321.519088227898	2323.811304289146	2320.4466042434706	2319.7731138159215	2321.3738024935205
